episode_id,eval_seed,t,algo,method_id,candidate_rank,chosen,score,sequence,sequence_label,predicted_total_score,counterfactual_total_reward,counterfactual_terminated,counterfactual_final_state_id,counterfactual_final_sofa_score
0,101444,0,azul,azul_discrete_cem,1,True,-0.30145063996315,"[5, 1, 7]","a5 [fluid 1, vaso 0] -> a1 [fluid 0, vaso 1] -> a7 [fluid 1, vaso 2]",-0.30145062982067533,0.0,False,278,12.44100580270793
0,101444,0,azul,azul_discrete_cem,2,False,-0.30446991324424744,"[23, 3, 0]","a23 [fluid 4, vaso 3] -> a3 [fluid 0, vaso 3] -> a0 [fluid 0, vaso 0]",-0.3044699258960205,0.0,False,278,12.44100580270793
0,101444,0,azul,azul_discrete_cem,3,False,-0.3107922077178955,"[23, 8, 15]","a23 [fluid 4, vaso 3] -> a8 [fluid 1, vaso 3] -> a15 [fluid 3, vaso 0]",-0.3107922316201639,0.0,False,278,12.44100580270793
0,101444,0,azul,azul_discrete_cem,4,False,-0.31449735164642334,"[17, 5, 20]","a17 [fluid 3, vaso 2] -> a5 [fluid 1, vaso 0] -> a20 [fluid 4, vaso 0]",-0.31449737114663595,0.0,False,278,12.44100580270793
0,101444,0,azul,azul_discrete_cem,5,False,-0.31725794076919556,"[10, 1, 2]","a10 [fluid 2, vaso 0] -> a1 [fluid 0, vaso 1] -> a2 [fluid 0, vaso 2]",-0.31725793198264785,0.0,False,278,12.44100580270793
0,101444,1,azul,azul_discrete_cem,1,True,-0.3076699376106262,"[10, 17, 0]","a10 [fluid 2, vaso 0] -> a17 [fluid 3, vaso 2] -> a0 [fluid 0, vaso 0]",-0.30766993515073837,0.0,False,354,9.476190476190476
0,101444,1,azul,azul_discrete_cem,2,False,-0.3096392750740051,"[10, 14, 2]","a10 [fluid 2, vaso 0] -> a14 [fluid 2, vaso 4] -> a2 [fluid 0, vaso 2]",-0.30963928871408597,0.0,False,354,9.476190476190476
0,101444,1,azul,azul_discrete_cem,3,False,-0.3196221590042114,"[11, 5, 15]","a11 [fluid 2, vaso 1] -> a5 [fluid 1, vaso 0] -> a15 [fluid 3, vaso 0]",-0.31962217543183036,0.0,False,354,9.476190476190476
0,101444,1,azul,azul_discrete_cem,4,False,-0.32169395685195923,"[15, 4, 3]","a15 [fluid 3, vaso 0] -> a4 [fluid 0, vaso 4] -> a3 [fluid 0, vaso 3]",-0.32169394719010946,0.0,False,354,9.476190476190476
0,101444,1,azul,azul_discrete_cem,5,False,-0.3226722180843353,"[12, 5, 19]","a12 [fluid 2, vaso 2] -> a5 [fluid 1, vaso 0] -> a19 [fluid 3, vaso 4]",-0.3226722104019943,0.0,False,667,8.725856697819315
0,101444,2,azul,azul_discrete_cem,1,True,-0.3050387501716614,"[5, 0, 21]","a5 [fluid 1, vaso 0] -> a0 [fluid 0, vaso 0] -> a21 [fluid 4, vaso 1]",-0.3050387755540567,1.0,True,714,0.0
0,101444,2,azul,azul_discrete_cem,2,False,-0.3079346716403961,"[5, 22, 5]","a5 [fluid 1, vaso 0] -> a22 [fluid 4, vaso 2] -> a5 [fluid 1, vaso 0]",-0.3079346675093082,1.0,True,714,0.0
0,101444,2,azul,azul_discrete_cem,3,False,-0.3092041015625,"[23, 13, 5]","a23 [fluid 4, vaso 3] -> a13 [fluid 2, vaso 3] -> a5 [fluid 1, vaso 0]",-0.30920407417539125,1.0,True,714,0.0
0,101444,2,azul,azul_discrete_cem,4,False,-0.31008732318878174,"[10, 15, 23]","a10 [fluid 2, vaso 0] -> a15 [fluid 3, vaso 0] -> a23 [fluid 4, vaso 3]",-0.31008730931359807,1.0,True,714,0.0
0,101444,2,azul,azul_discrete_cem,5,False,-0.3106074333190918,"[23, 23, 6]","a23 [fluid 4, vaso 3] -> a23 [fluid 4, vaso 3] -> a6 [fluid 1, vaso 1]",-0.31060744605759777,0.0,True,713,0.0
0,101444,3,azul,azul_discrete_cem,1,True,-0.2992057204246521,"[5, 14, 18]","a5 [fluid 1, vaso 0] -> a14 [fluid 2, vaso 4] -> a18 [fluid 3, vaso 3]",-0.2992057104124555,1.0,True,714,0.0
0,101444,3,azul,azul_discrete_cem,2,False,-0.3033871054649353,"[23, 10, 0]","a23 [fluid 4, vaso 3] -> a10 [fluid 2, vaso 0] -> a0 [fluid 0, vaso 0]",-0.3033871041823538,0.0,True,713,0.0
0,101444,3,azul,azul_discrete_cem,3,False,-0.30414941906929016,"[10, 7, 9]","a10 [fluid 2, vaso 0] -> a7 [fluid 1, vaso 2] -> a9 [fluid 1, vaso 4]",-0.30414942801787903,1.0,True,714,0.0
0,101444,3,azul,azul_discrete_cem,4,False,-0.30832862854003906,"[5, 17, 21]","a5 [fluid 1, vaso 0] -> a17 [fluid 3, vaso 2] -> a21 [fluid 4, vaso 1]",-0.30832862065688493,0.0,False,698,7.838068181818182
0,101444,3,azul,azul_discrete_cem,5,False,-0.31050819158554077,"[17, 23, 14]","a17 [fluid 3, vaso 2] -> a23 [fluid 4, vaso 3] -> a14 [fluid 2, vaso 4]",-0.3105081902145767,1.0,True,714,0.0
0,101444,4,azul,azul_discrete_cem,1,True,-0.30826571583747864,"[5, 3, 18]","a5 [fluid 1, vaso 0] -> a3 [fluid 0, vaso 3] -> a18 [fluid 3, vaso 3]",-0.3082657091501875,1.0,True,714,0.0
0,101444,4,azul,azul_discrete_cem,2,False,-0.31581470370292664,"[5, 12, 0]","a5 [fluid 1, vaso 0] -> a12 [fluid 2, vaso 2] -> a0 [fluid 0, vaso 0]",-0.3158147003396197,1.0,True,714,0.0
0,101444,4,azul,azul_discrete_cem,3,False,-0.318744421005249,"[17, 5, 19]","a17 [fluid 3, vaso 2] -> a5 [fluid 1, vaso 0] -> a19 [fluid 3, vaso 4]",-0.3187444093859996,0.0,True,713,0.0
0,101444,4,azul,azul_discrete_cem,4,False,-0.3191186487674713,"[17, 1, 7]","a17 [fluid 3, vaso 2] -> a1 [fluid 0, vaso 1] -> a7 [fluid 1, vaso 2]",-0.3191186421986816,0.0,False,705,7.844178082191781
0,101444,4,azul,azul_discrete_cem,5,False,-0.3200070858001709,"[10, 2, 5]","a10 [fluid 2, vaso 0] -> a2 [fluid 0, vaso 2] -> a5 [fluid 1, vaso 0]",-0.3200070742454736,1.0,True,714,0.0
1,100817,0,azul,azul_discrete_cem,1,True,-0.28678572177886963,"[5, 10, 8]","a5 [fluid 1, vaso 0] -> a10 [fluid 2, vaso 0] -> a8 [fluid 1, vaso 3]",-0.28678571854078994,0.0,False,463,7.432432432432432
