episode_id,eval_seed,t,algo,method_id,iteration,sample_index,score_rank,elite,chosen,score,sequence,sequence_label
0,101444,0,azul,azul_discrete_cem,0,29,1,True,True,-0.30145063996315,"[5, 1, 7]","a5 [fluid 1, vaso 0] -> a1 [fluid 0, vaso 1] -> a7 [fluid 1, vaso 2]"
0,101444,0,azul,azul_discrete_cem,0,13,2,True,False,-0.30446991324424744,"[23, 3, 0]","a23 [fluid 4, vaso 3] -> a3 [fluid 0, vaso 3] -> a0 [fluid 0, vaso 0]"
0,101444,0,azul,azul_discrete_cem,0,21,3,True,False,-0.3107922077178955,"[23, 8, 15]","a23 [fluid 4, vaso 3] -> a8 [fluid 1, vaso 3] -> a15 [fluid 3, vaso 0]"
0,101444,0,azul,azul_discrete_cem,0,9,4,True,False,-0.31449735164642334,"[17, 5, 20]","a17 [fluid 3, vaso 2] -> a5 [fluid 1, vaso 0] -> a20 [fluid 4, vaso 0]"
0,101444,0,azul,azul_discrete_cem,0,0,5,False,False,-0.31725794076919556,"[10, 1, 2]","a10 [fluid 2, vaso 0] -> a1 [fluid 0, vaso 1] -> a2 [fluid 0, vaso 2]"
0,101444,0,azul,azul_discrete_cem,0,24,6,False,False,-0.31790193915367126,"[23, 12, 15]","a23 [fluid 4, vaso 3] -> a12 [fluid 2, vaso 2] -> a15 [fluid 3, vaso 0]"
0,101444,0,azul,azul_discrete_cem,0,17,7,False,False,-0.31824126839637756,"[12, 10, 23]","a12 [fluid 2, vaso 2] -> a10 [fluid 2, vaso 0] -> a23 [fluid 4, vaso 3]"
0,101444,0,azul,azul_discrete_cem,0,31,8,False,False,-0.31934550404548645,"[17, 9, 7]","a17 [fluid 3, vaso 2] -> a9 [fluid 1, vaso 4] -> a7 [fluid 1, vaso 2]"
0,101444,0,azul,azul_discrete_cem,0,27,9,False,False,-0.3219817578792572,"[10, 24, 1]","a10 [fluid 2, vaso 0] -> a24 [fluid 4, vaso 4] -> a1 [fluid 0, vaso 1]"
0,101444,0,azul,azul_discrete_cem,0,20,10,False,False,-0.3221769630908966,"[23, 9, 9]","a23 [fluid 4, vaso 3] -> a9 [fluid 1, vaso 4] -> a9 [fluid 1, vaso 4]"
0,101444,0,azul,azul_discrete_cem,0,23,11,False,False,-0.3222050070762634,"[15, 23, 2]","a15 [fluid 3, vaso 0] -> a23 [fluid 4, vaso 3] -> a2 [fluid 0, vaso 2]"
0,101444,0,azul,azul_discrete_cem,0,3,12,False,False,-0.3230679929256439,"[18, 18, 17]","a18 [fluid 3, vaso 3] -> a18 [fluid 3, vaso 3] -> a17 [fluid 3, vaso 2]"
0,101444,0,azul,azul_discrete_cem,0,8,13,False,False,-0.32422465085983276,"[18, 18, 15]","a18 [fluid 3, vaso 3] -> a18 [fluid 3, vaso 3] -> a15 [fluid 3, vaso 0]"
0,101444,0,azul,azul_discrete_cem,0,11,14,False,False,-0.32454463839530945,"[23, 22, 2]","a23 [fluid 4, vaso 3] -> a22 [fluid 4, vaso 2] -> a2 [fluid 0, vaso 2]"
0,101444,0,azul,azul_discrete_cem,0,28,15,False,False,-0.32820987701416016,"[18, 17, 19]","a18 [fluid 3, vaso 3] -> a17 [fluid 3, vaso 2] -> a19 [fluid 3, vaso 4]"
0,101444,0,azul,azul_discrete_cem,0,15,16,False,False,-0.32881975173950195,"[12, 17, 6]","a12 [fluid 2, vaso 2] -> a17 [fluid 3, vaso 2] -> a6 [fluid 1, vaso 1]"
0,101444,0,azul,azul_discrete_cem,0,2,17,False,False,-0.3318607807159424,"[20, 7, 21]","a20 [fluid 4, vaso 0] -> a7 [fluid 1, vaso 2] -> a21 [fluid 4, vaso 1]"
0,101444,0,azul,azul_discrete_cem,0,4,18,False,False,-0.3327321410179138,"[15, 12, 24]","a15 [fluid 3, vaso 0] -> a12 [fluid 2, vaso 2] -> a24 [fluid 4, vaso 4]"
0,101444,0,azul,azul_discrete_cem,0,10,19,False,False,-0.3336358964443207,"[21, 6, 7]","a21 [fluid 4, vaso 1] -> a6 [fluid 1, vaso 1] -> a7 [fluid 1, vaso 2]"
0,101444,0,azul,azul_discrete_cem,0,7,20,False,False,-0.3356769382953644,"[21, 18, 13]","a21 [fluid 4, vaso 1] -> a18 [fluid 3, vaso 3] -> a13 [fluid 2, vaso 3]"
0,101444,0,azul,azul_discrete_cem,0,19,21,False,False,-0.3363659679889679,"[11, 2, 17]","a11 [fluid 2, vaso 1] -> a2 [fluid 0, vaso 2] -> a17 [fluid 3, vaso 2]"
0,101444,0,azul,azul_discrete_cem,0,5,22,False,False,-0.3371627926826477,"[24, 15, 5]","a24 [fluid 4, vaso 4] -> a15 [fluid 3, vaso 0] -> a5 [fluid 1, vaso 0]"
0,101444,0,azul,azul_discrete_cem,0,25,23,False,False,-0.34134551882743835,"[22, 2, 0]","a22 [fluid 4, vaso 2] -> a2 [fluid 0, vaso 2] -> a0 [fluid 0, vaso 0]"
0,101444,0,azul,azul_discrete_cem,0,1,24,False,False,-0.3427610993385315,"[20, 16, 3]","a20 [fluid 4, vaso 0] -> a16 [fluid 3, vaso 1] -> a3 [fluid 0, vaso 3]"
